SPIAresult.Cell_1	SPIAresult.Cell_2	SPIAresult.Distance	SPIAresult.SPIA_Score	SPIAresult.SNP_available	SPIAresult.Total_SNP	SPIAresult.One_SNP_NA	SPIAresult.Bot_SNP_NA	SPIAresult.Diff_AvsB_or_BvsA	SPIAresult.Diff_AorBvsAB_or_vic	SPIAresult.DiffABvsAorB	SPIAresult.counterBothHomoz	SPIAresult.counterBothHeter
NA10847	NA12872	0.61029	Different	136	143	7	0	19	64	32	15	38
NA10847	NA12873	0.62406	Different	133	143	10	0	15	68	38	11	39
NA10847	NA12874	0.57576	Different	132	143	11	0	16	60	25	23	33
NA10847	NA12889	0.53846	Not Valid	78	143	65	0	3	39	29	6	30
NA10847	NA12890	0.5	Different	138	143	5	0	13	56	31	21	48
NA10851	NA11840	0.64234	Different	137	143	6	0	12	76	34	20	29
NA10851	NA11843	0.56522	Different	138	143	5	0	18	60	22	27	33
NA10851	NA11919	0.60902	Different	133	143	9	1	16	65	25	23	29
NA10851	NA11992	0.64493	Different	138	143	5	0	15	74	34	18	31
NA10851	NA11995	0.61314	Different	137	143	6	0	13	71	30	23	30
NA10851	NA12004	0.6371	Different	124	143	19	0	12	67	28	17	28
NA10851	NA12006	0.65909	Different	132	143	11	0	17	70	33	16	29
NA10851	NA12044	0.54348	Different	138	143	5	0	20	55	25	22	41
NA10851	NA12155	0.64748	Different	139	143	3	1	14	76	35	18	31
NA10851	NA12156	0.68908	Different	119	143	24	0	10	72	36	10	27
NA10851	NA12249	0.58209	Different	134	143	9	0	11	67	35	17	39
NA10851	NA12272	0.53676	Different	136	143	7	0	10	63	33	22	41
NA10851	NA12273	0.65185	Different	135	143	8	0	17	71	27	20	27
NA10851	NA12282	0.59542	Different	131	143	12	0	15	63	26	22	31
NA10851	NA12341	0.58594	Different	128	143	14	1	7	68	36	19	34
NA10851	NA12342	0.62319	Different	138	143	4	1	23	63	25	19	33
NA10851	NA12348	0.56204	Different	137	143	6	0	9	68	35	22	38
NA10851	NA12400	0.5942	Different	138	143	5	0	11	71	29	26	30
NA10851	NA12414	0.66667	Different	135	143	8	0	15	75	34	17	28
NA10851	NA12489	0.52893	Different	121	143	22	0	6	58	41	10	47
NA10851	NA12748	0.52593	Different	135	143	8	0	12	59	35	19	45
NA10851	NA12750	0.66667	Different	138	143	5	0	20	72	24	23	23
NA10851	NA12760	0.62774	Different	137	143	6	0	13	73	33	20	31
NA10851	NA12761	0.62222	Different	135	143	8	0	10	74	38	18	33
NA10851	NA12762	0.61594	Different	138	143	5	0	15	70	38	14	39
NA10851	NA12763	0.55385	Different	130	143	13	0	13	59	32	18	40
NA10851	NA12775	0.60432	Different	139	143	3	1	12	72	32	23	32
NA10851	NA12812	0.65441	Different	136	143	7	0	13	76	41	13	34
NA10851	NA12815	0.50382	Different	131	143	12	0	8	58	23	33	32
NA10851	NA12829	0.71654	Different	127	143	16	0	13	78	35	14	22
NA10851	NA12830	0.58647	Different	133	143	10	0	11	67	34	21	34
NA10851	NA12842	0.60526	Different	114	143	28	1	10	59	29	15	30
NA10851	NA12843	0.6087	Different	138	143	5	0	20	64	27	19	35
NA10851	NA12872	0.66917	Different	133	143	10	0	23	66	32	9	35
NA10851	NA12873	0.56489	Different	131	143	11	1	8	66	37	18	39
NA10851	NA12874	0.75969	Different	129	143	14	0	15	83	37	13	18
NA10851	NA12889	0.62821	Not Valid	78	143	62	3	2	47	33	4	25
NA10851	NA12890	0.60741	Different	135	143	8	0	11	71	40	14	39
NA11840	NA11843	0.65714	Different	140	143	3	0	20	72	32	24	24
NA11840	NA11919	0.51493	Different	134	143	9	0	15	54	23	33	32
NA11840	NA11992	0.53571	Different	140	143	3	0	11	64	33	32	33
NA11840	NA11995	0.64029	Different	139	143	4	0	18	71	33	24	26
NA11840	NA12004	0.61111	Different	126	143	17	0	14	63	30	23	26
NA11840	NA12006	0.58209	Different	134	143	9	0	15	63	33	25	31
NA11840	NA12044	0.62857	Different	140	143	3	0	23	65	33	19	33
NA11840	NA12155	0.57857	Different	140	143	3	0	13	68	35	27	32
NA11840	NA12156	0.59016	Different	122	143	20	1	13	59	34	20	30
NA11840	NA12249	0.65441	Different	136	143	7	0	19	70	41	14	33
NA11840	NA12272	0.58696	Different	138	143	5	0	13	68	39	21	36
NA11840	NA12273	0.62044	Different	137	143	6	0	22	63	27	24	28
NA11840	NA12282	0.66165	Different	133	143	10	0	17	71	34	20	25
NA11840	NA12341	0.49612	Different	129	143	14	0	14	50	32	25	40
NA11840	NA12342	0.6259	Different	139	143	4	0	21	66	30	25	27
NA11840	NA12348	0.66906	Different	139	143	4	0	16	77	44	16	30
NA11840	NA12400	0.63571	Different	140	143	3	0	15	74	34	26	25
NA11840	NA12414	0.57664	Different	137	143	6	0	17	62	30	27	31
NA11840	NA12489	0.60976	Different	123	143	20	0	9	66	51	8	40
NA11840	NA12748	0.65693	Different	137	143	6	0	11	79	48	15	32
NA11840	NA12750	0.63571	Different	140	143	3	0	19	70	27	30	21
NA11840	NA12760	0.61151	Different	139	143	4	0	16	69	34	24	30
NA11840	NA12761	0.62044	Different	137	143	6	0	13	72	41	20	32
NA11840	NA12762	0.62143	Different	140	143	3	0	15	72	43	18	35
NA11840	NA12763	0.6015	Different	133	143	9	1	19	61	37	16	37
NA11840	NA12775	0.52143	Different	140	143	3	0	22	51	26	27	40
NA11840	NA12812	0.63768	Different	138	143	5	0	15	73	44	16	34
NA11840	NA12815	0.65414	Different	133	143	10	0	15	72	34	23	23
NA11840	NA12829	0.58915	Different	129	143	14	0	14	62	32	26	27
NA11840	NA12830	0.63704	Different	135	143	8	0	14	72	39	19	30
NA11840	NA12842	0.58261	Different	115	143	28	0	13	54	30	18	30
NA11840	NA12843	0.72143	Different	140	143	3	0	25	76	37	14	25
NA11840	NA12872	0.60741	Different	135	143	8	0	19	63	36	19	34
NA11840	NA12873	0.66917	Different	133	143	9	1	16	73	45	13	31
NA11840	NA12874	0.59091	Different	132	143	10	1	20	58	28	24	30
NA11840	NA12889	0.64935	Not Valid	77	143	66	0	4	46	37	7	20
NA11840	NA12890	0.60584	Different	137	143	6	0	8	75	44	20	34
NA11843	NA11919	0.7037	Different	135	143	8	0	21	74	38	23	17
NA11843	NA11992	0.63121	Different	141	143	2	0	17	72	41	26	26
NA11843	NA11995	0.62143	Different	140	143	3	0	12	75	40	32	21
NA11843	NA12004	0.61417	Different	127	143	16	0	14	64	35	26	23
NA11843	NA12006	0.60294	Different	136	143	6	1	16	66	38	26	28
NA11843	NA12044	0.60284	Different	141	143	2	0	15	70	39	30	26
NA11843	NA12155	0.61702	Different	141	143	2	0	14	73	42	29	25
NA11843	NA12156	0.60656	Different	122	143	21	0	20	54	35	20	28
NA11843	NA12249	0.62774	Different	137	143	6	0	10	76	48	24	27
NA11843	NA12272	0.65468	Different	139	143	4	0	18	73	45	19	29
NA11843	NA12273	0.6087	Different	138	143	5	0	21	63	31	30	24
NA11843	NA12282	0.71642	Different	134	143	9	0	13	83	45	23	15
NA11843	NA12341	0.59231	Different	130	143	13	0	8	69	45	26	27
NA11843	NA12342	0.65	Different	140	143	3	0	25	66	34	25	24
NA11843	NA12348	0.65714	Different	140	143	3	0	20	72	45	19	29
NA11843	NA12400	0.67376	Different	141	143	2	0	26	69	36	23	23
NA11843	NA12414	0.5942	Different	138	143	5	0	24	58	32	26	30
NA11843	NA12489	0.62097	Different	124	143	19	0	9	68	54	10	37
NA11843	NA12748	0.56522	Different	138	143	5	0	10	68	47	25	35
NA11843	NA12750	0.69504	Different	141	143	2	0	26	72	32	26	17
NA11843	NA12760	0.52857	Different	140	143	3	0	22	52	30	31	35
NA11843	NA12761	0.66667	Different	138	143	5	0	12	80	48	22	24
NA11843	NA12762	0.61702	Different	141	143	2	0	16	71	47	22	32
NA11843	NA12763	0.60902	Different	133	143	10	0	12	69	44	23	29
NA11843	NA12775	0.67376	Different	141	143	2	0	21	74	41	22	24
NA11843	NA12812	0.63309	Different	139	143	4	0	17	71	47	20	31
NA11843	NA12815	0.58955	Different	134	143	9	0	15	64	34	31	24
NA11843	NA12829	0.65385	Different	130	143	13	0	18	67	37	22	23
NA11843	NA12830	0.66176	Different	136	143	7	0	16	74	44	21	25
NA11843	NA12842	0.65517	Different	116	143	27	0	15	61	39	18	22
NA11843	NA12843	0.65957	Different	141	143	2	0	28	65	35	21	27
NA11843	NA12872	0.69853	Different	136	143	7	0	17	78	47	19	22
NA11843	NA12873	0.60902	Different	133	143	10	0	14	67	45	21	31
NA11843	NA12874	0.76515	Different	132	143	11	0	16	85	46	19	12
NA11843	NA12889	0.64557	Not Valid	79	143	63	1	6	45	38	7	21
NA11843	NA12890	0.55072	Different	138	143	5	0	18	58	40	23	39
NA11919	NA11992	0.65185	Different	135	143	8	0	14	74	42	24	23
NA11919	NA11995	0.63433	Different	134	143	9	0	21	64	33	25	24
NA11919	NA12004	0.58537	Different	123	143	18	2	16	56	30	25	26
NA11919	NA12006	0.62016	Different	129	143	14	0	10	70	40	26	23
NA11919	NA12044	0.67407	Different	135	143	8	0	19	72	40	20	24
NA11919	NA12155	0.60741	Different	135	143	8	0	12	70	40	28	25
NA11919	NA12156	0.63559	Different	118	143	23	2	19	56	33	16	27
NA11919	NA12249	0.65649	Different	131	143	12	0	18	68	43	18	27
NA11919	NA12272	0.5188	Different	133	143	10	0	16	53	34	27	37
NA11919	NA12273	0.69697	Different	132	143	11	0	25	67	32	20	20
NA11919	NA12282	0.52344	Different	128	143	15	0	14	53	29	33	28
NA11919	NA12341	0.62097	Different	124	143	19	0	10	67	43	21	26
NA11919	NA12342	0.6791	Different	134	143	9	0	20	71	36	23	20
NA11919	NA12348	0.67164	Different	134	143	9	0	18	72	45	17	27
NA11919	NA12400	0.62963	Different	135	143	8	0	22	63	31	27	23
NA11919	NA12414	0.71212	Different	132	143	11	0	26	68	37	15	23
NA11919	NA12489	0.63025	Different	119	143	23	1	5	70	56	12	32
NA11919	NA12748	0.60606	Different	132	143	11	0	14	66	45	19	33
NA11919	NA12750	0.71852	Different	135	143	8	0	28	69	29	22	16
NA11919	NA12760	0.63433	Different	134	143	9	0	28	57	32	19	30
NA11919	NA12761	0.57143	Different	133	143	9	1	19	57	37	23	34
NA11919	NA12762	0.67407	Different	135	143	8	0	15	76	47	17	27
NA11919	NA12763	0.5969	Different	129	143	12	2	22	55	36	17	35
NA11919	NA12775	0.67407	Different	135	143	8	0	26	65	37	16	28
NA11919	NA12812	0.6391	Different	133	143	10	0	15	70	46	18	30
NA11919	NA12815	0.65625	Different	128	143	15	0	19	65	33	23	21
NA11919	NA12829	0.59677	Different	124	143	19	0	20	54	30	25	25
NA11919	NA12830	0.6	Different	130	143	13	0	11	67	40	25	27
NA11919	NA12842	0.56637	Different	113	143	27	3	11	53	33	22	27
NA11919	NA12843	0.62222	Different	135	143	8	0	18	66	36	26	25
NA11919	NA12872	0.63846	Different	130	143	13	0	20	63	38	19	28
NA11919	NA12873	0.71654	Different	127	143	16	0	19	72	47	10	26
NA11919	NA12874	0.65873	Different	126	143	17	0	20	63	32	21	22
NA11919	NA12889	0.61039	Not Valid	77	143	61	5	2	45	34	7	23
NA11919	NA12890	0.61364	Different	132	143	11	0	11	70	46	21	30
NA11992	NA11995	0.59286	Different	140	143	3	0	19	64	29	26	31
NA11992	NA12004	0.5748	Different	127	143	16	0	10	63	29	26	28
NA11992	NA12006	0.60294	Different	136	143	6	1	16	66	34	22	32
NA11992	NA12044	0.61702	Different	141	143	2	0	15	72	36	24	30
NA11992	NA12155	0.51064	Different	141	143	2	0	10	62	31	34	35
NA11992	NA12156	0.59836	Different	122	143	21	0	10	63	34	19	30
NA11992	NA12249	0.59854	Different	137	143	6	0	20	62	36	17	38
NA11992	NA12272	0.58993	Different	139	143	4	0	15	67	37	20	37
NA11992	NA12273	0.66667	Different	138	143	5	0	12	80	35	26	20
NA11992	NA12282	0.63433	Different	134	143	9	0	13	72	35	24	25
NA11992	NA12341	0.60769	Different	130	143	13	0	11	68	40	19	32
NA11992	NA12342	0.54286	Different	140	143	3	0	24	52	22	27	37
NA11992	NA12348	0.66667	Different	141	143	1	1	19	75	42	14	33
NA11992	NA12400	0.61702	Different	141	143	2	0	23	64	29	23	31
NA11992	NA12414	0.61594	Different	138	143	5	0	17	68	33	23	30
NA11992	NA12489	0.57258	Different	124	143	19	0	10	61	46	8	45
NA11992	NA12748	0.66667	Different	138	143	5	0	11	81	49	14	32
NA11992	NA12750	0.56738	Different	141	143	2	0	20	60	21	33	28
NA11992	NA12760	0.69286	Different	140	143	3	0	22	75	36	15	28
NA11992	NA12761	0.60145	Different	138	143	5	0	17	66	37	20	35
NA11992	NA12762	0.61702	Different	141	143	2	0	22	65	39	14	40
NA11992	NA12763	0.58647	Different	133	143	10	0	16	62	37	19	36
NA11992	NA12775	0.60993	Different	141	143	2	0	19	67	33	23	32
NA11992	NA12812	0.53957	Different	139	143	4	0	18	57	35	21	43
NA11992	NA12815	0.69403	Different	134	143	9	0	16	77	36	20	21
NA11992	NA12829	0.52308	Different	130	143	13	0	13	55	26	28	34
NA11992	NA12830	0.53676	Different	136	143	7	0	10	63	33	27	36
NA11992	NA12842	0.65517	Different	116	143	27	0	8	68	37	17	23
NA11992	NA12843	0.67376	Different	141	143	2	0	12	83	39	23	23
NA11992	NA12872	0.61765	Different	136	143	7	0	19	65	35	18	34
